product_name,rating,review_text,has_mutenka,has_sunham,has_jageuk,jageuk_context
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,"일리윤 바디로션을 쓴지 3~4년 된 것 같네요. 일단은 건조한 계절에는 이 제품만큼 좋은 보습력을 가진 제품을 찾기 어려운 것 같더라고요.그렇다고 여름철에 쓰면 번들거리느냐 그건 또 아니더라고요. 그래서 우리집은 사계절용, 전가족용으로 씁니다. 남편이 끈적거리고 향이 찐해서 몸에 뭘 바르는 걸 싫어하는데 이건 떨어지면 찾습니다^^",False,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,항상 애용하는 제품입니다 한여름에는 좀 답답할수있지만 선풍기 에어컨 바람때문에도 건조해지는 피부라서 믿고 안심하고 구매합니다~ 발림성 좋아서 양 적게해서 수시로 바르면 좋아요,True,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,"바디 보습에 신경 많이 쓰는데
매번 온몸에 꼼꼼히 바르는게 좀 귀찮거든요.
특히 보습력이 좋은 로션은 좀 뻑뻑해서 더 귀찮은데 이 로션은 가볍게 쓱쓱 발라도 촉촉해서 너무 좋아요. 흡수도 빨라요",False,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,"아이가 쓰는 로션이예요
개인적으로 향료 들어간 제품들을 안좋아하는데 
이건 무향에 순하고 좋아요 
다른제품 쓰다 결국 이걸로 돌아와요 ㅋㅋ 
10번은 넘게 산거같아요 저렴하게 득해서 너무 좋음",False,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,"발림성 좋고 성분 좋고 무향이라 좋고 휴일에도 배송해주니 너무 좋습니다. 한 겨울에만 추가보습이
필요할 것 같고 사계절 두루 사용하기 좋아요.",True,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,"일리윤 너무 좋습니다
피부가 건조한편이라
로션을 쓸데 신경을 많이 쓰는데
일리윤 아토로션이 묽은 편이라
여름에 바르기 딱 좋아요
겨울에는 좀더 쫀쫀하고 보습력이 있는 일리윤 리페어 로션을 쓰다보니 건조한 피부고민을 안하게 되었네요",False,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,건조함과 가려움때문에 바디로션을 여름에도 꼭 바르는데 리치한건 싫고 흡수 안되는것도 싫고 향이 독한것도 싫어는 저한테 딱이네요 바르고나면 피부가 부들부들 좋아요,False,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,바디로션 다 써가서 구입했어요. 전에 일리윤 사용초반에 펌프 눌러도 잘 안나온다고 누군가 뚜껑을 열었던 바람에.. 잘 쓰지도 못한 기억에 아꿉ㅠ 펌프불량이었던건지 알 수 없지만;; 다른거 쓰다 왔어요. 실수 한번이 장점이 바로 단점이 되버리는 아쉬움.. 개선 안 될까요? 이번엔 집에 남자들 교육 잘 시켜서 써야죠^^,False,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,"배송빠르고 냄새가 없어 너무 좋네요
끈적임도 덜하고 주기적으로 써보고 좋으면 또 구매할께요",False,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,일리윤 세라마이드 아토 로션은 무향에 자극이 없어 민감하고 건조한 피부에 안심하고 쓰기 정말 좋습니다. 580ml와 300ml 세트 구성이라 용량도 아주 넉넉하고 온 가족이 데일리로 쓰기 훌륭하네요. 끈적임 없이 촉촉하게 흡수되어 대만족입니다!,True,False,True,자극없음(긍정)
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,"추가구매입니다.
피부가 너 무예 민한 편인데
아토로션은 부드럽고 발림성도 좋고
흠잡을 곳 없습니다ㅎㅎ
배송 빠르게 왔고 상품도 무사히 잘 받았습니다ㅎㅎ
감사합니다~~",False,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,피부가 건성이고 민감한 피부인데 타제품을 썼을땐 트러블과 붉게변하기도 했는데 딸 추천으로 성분이 좋다고 추천하길레 사용해보니 향도 없고 피부자극도없어 아주 제구매해 만족하게사용하고 있습니다.,True,False,True,자극있음(부정)
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,피부병처럼 탈피하듯 살갗이 각질이 심해져서 구매했는데 발림성도 좋고 각질문제도 어느정도(80%) 해결해줘서 잘 사용할 것 같아요. 무향이라서 향에 민감하신 분에게 좋을 것 같습니다.,False,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,아토피 아기.. 매번 주문하는 제품입니다. 시중에 여러 다양한 가격대의 제품군을 사용해봤는데 가격면에서 경제적이면서 여러번 발라주는게 제일 나을거 같아서 선택했어요. 주기적으로 구매하고 있습니다😊,False,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,아드님 5년째 쭉 쓰는 저희집 스테디 로션이에요! 핫딜기간이면 이득! 핫딜기간이 아니어도 제품력이 워낙 좋아서 기분좋게 잘 쓰고 있어요 추천합니다!,False,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,대용량 2개라 든든해요. 피부가 예민해서 자주 가려워서 늘 쓰는 제품이에요. 바디로션으로도 얼굴에도 두루두루 쓰기 좋아요. 포장 꼼꼼해요.,False,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,"손을 많이쓰는 사람이라 약하디 약한 손을 위해서 재주문했어요~~
원래 다른 고보습로션을 발랐는데 자주 바르다보니 적은 용량은 금방쓰더라고요ㅎ 그래서 일리윤으로 갈아탔어요 만족하고 있습니다",False,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,"촉촉함이 오래 유지되고 무향이라서 부담없이 사용하기 좋아요👍
유통기한도 29년도 3월까지라서 보관도 문제 없어요",False,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,아이가 지금까지 쓴 로션중에 제일 잘 발라져서 너무 좋대요!! 촉촉하고 순해서 너무 좋아요~ 아이 피부가 예매해서 맞는 로션찾기 힘들었는데 이 로션은 아주 잘맞고 매우 만족합니다~,False,True,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,"발림성 좋고 진짜 무향이예요. 
여름에 쓰기엔 너무 오일리 해요. 
흡수되는 시간이 오래 걸려서 겨울에 쓸려고 비닐감쌌어요. 저래도 되는건지 모르겠지만...
겨울에도 촉촉할지는 모르겠네요.",False,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,향이없어  여름에 사용하기좋고 부담없어요 알러지테스트되어 걱정없어서 잘사용하겠습니다 증정용이있어 여행시 화장대에 두고사용할수있어 좋아요,False,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,"70대인 어머니도, 50대인 저도.. 이 제품만 씁니다. 성분 좋고, 순하고, 발림성 좋고.. 그 어떤 명품 화장품보다 이 제품이 만족스럽네요. 겨울엔 오일 한 방울 떨어뜨려 사용하면, 영양 크림 필요 없고, 사계절 만능 로션입니다. 칭찬합니다. 일리윤. 계속 재구매 할께요..",True,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,이전에 다른 바디로션쓰다가 일리윤만한게 없는거 같아서 돌아왔어요. 제형이 부드럽고 잘 스며들어서 너무 좋습니다. 대용량이라 오래쓸꺼 같아요.,False,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,고양이를 키우고있어서 무향이지만 좋은 제품 찾다보니 일리윤 추천이 많아서 구매했습니다! 순하고 촉촉하고 부드러워서 넘 만족스럽습니다~,False,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,남녀노소 누구나 자극없이 무난하게 쓸 수 있는 바디로션입니다  향에 민감한 저는 무향이라 너무 좋고 발림성고 부드러워요  흡수도 금방 되고 끈적이지 않으면서 보습은 어느 정도 유지되는 편이에요,False,False,True,자극없음(긍정)
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,온가족 쓰는 로션이라 자주 구매하고 있어요~ 무향을 선호하는데 발림성도 좋아서 일리윤 쓰고있어요! 계속 쓸거에요~~,False,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,레이어드 하려고 향 이 없다길래 구매 .. 써보니 센찮네요 저는 향이 진한걸 좋아해요 ㅋㅋ 삼실 책상에도 하나ㅎ  잘쓰겠습니다,False,False,False,
일리윤 바디로션 대용량 무향 세라마이드 아토 580ml+300ml,5,행사하면 주기적으로 구입하는 일리윤 세라마이드입니다. 여름에도 바를 정도로 온 가족이 좋아하는 로션으로 촉촉하면서도 끈적이지 않아서 정말 좋습니다.,False,False,False,
