review
動画&フォトレビューのみ
イリユンのボディローションが大好きなので、購入しました。主にボディ用ですが、ボディソープで落ちる？のもポンプ式なのもありがたいです。メガポ最終日に特価でめちゃくちゃ安くなってたので、とりあえず購入しましたが、良かったら次回のメガ割で追加しようと思います。UVケアはスローエイジング、アンチエイジングの基本だと思うので、1年中マストだと思うので。
クリームよかったのでボディーウォッシュも試しに購入しました
ちょうど日焼け止めがなかったので購入しました！クリーム状でうっすら柑橘系の香りがします！ベタつかずサラサラだし、気に入りました♪明日から本格的に使ってみます！
初めて購入しました。家族で使うのでポンプタイプがいいなと思い買いました。肌にも優しいタイプなので使いやすい。
有名な理由が分かりました！最初出るまで結構プッシュはかなり時間は掛かりました。白くならなくて子供が喜んで使ってます。
とてもいいですありがとうございます
いりゆんはしんらいしてます！！
無香料で刺激がないところがお気に入りの商品です。スティックタイプのもあればいいですね。
手の甲は若干キシキシ感はありますが腕とかはボディークリームっぽい感覚になるのでとてもいいです！
表現が難しいですが、重すぎず軽すぎずで香りもいいし、ベタつかない。蓋はロック付きだし、これはリピ！
軽いつけ心地ですっと伸びます！全身に使えるのはいい！大体の日焼け止めがトーンアップをうたうので、ただただ日焼け予防になるもの、洗うだけで落とせるものが欲しかったのでした。ありがたいです。
顔に使うと目に染みてしまうので首に使っています。刺激がない気がするので使い続けてます！
ポンプで塗りやすい！焼けてないかはよく分からないけど、焼けてないと信じてリピートしてます！
めちゃいいね。すごいです
初めて買いました！これから使うのが楽しみです
ベタつかず全身に使えるのですごくいいです！これから日差しが強くなるので毎日使用します！
ウルトラリペアローションと合わせて購入しました。日焼け止めで痒みが出ることが多いのですが、今のところ痒みも出てないので良いと思います。続けてみて良かったらリピします！
まだ使ってないですが、冬用の日焼け止めに使おうと思い購入しました！使うの楽しみです！
白浮きせず馴染みやすくて使い心地は最高です！
子供が使えるし、容量が多いから今の季節から使っても夏本番も全然残ってる。子供専用にしてます。
匂いも全くしないし、どの日焼け止めも使えなかったんですが、この日焼け止めは荒れずに使えます！
イリユンだから期待！！
購入してから気づきましたが、紫外線吸収剤入ってるんですね。残念わたしには合わないです
ベタつかず普段使いしやすい、家族で使える日焼け止めを探していて、Qoo10に最近こちらの製品が入ったのを知り、購入しました。ポンプ式なのでサッと塗れて良いです。サンプルのおまけも色々ありがとうございました♪
やはりSPFの高い日焼け止めなので塗った瞬間に掌であのパサッとカサッとする感じはあります。でも伸びは良く塗った箇所ではパサパサ感もカラカラ感も感じません。掌も水で洗えば直ぐに落ちるのか残りません。届いたらパッケージが写真と違ってびっくりしました。
前回試しに購入し、とても良かったのでストック用に購入しました。全身に使っていますが、ポンプ式で気兼ねなく使えます。2本セットも販売していただけると嬉しいです。
夏に向けて大容量タイプが欲しかったので購入しました。気にせずに使いたいので、量が多いと助かります。他のシリーズも使っていますが、肌が荒れることもなく、使いやすいです。
注文してから一週間で届きました。4本目のリピです。この日焼け止めは一次洗顔できれいにwash off出来る事と成分のやさしさが気に入りです。
バームとかでも日焼け止め残ってしまうので落ちやすいこちらを試してみました。ちょっと硬いので同じラインのローションで伸ばして使っています。とても使い心地がよく、全くやけません。以前、オーガニック系の日焼け止めを使っていた時は腕のシミが増えたけど、こちらはシミが減りました。また、同じイリユンのボディソープだと、すぐおちるのでおすすめです。
ジェル、リキッド、ミストなど、イマイチ使い心地が自分に合わなくて、クリームタイプのこちらにどハマりしました。伸びも良く、サラッとするので不快感ゼロだし、簡単に落とせるのでありがたいですね。大容量ですが、無くなる前にストック買いしました。
手軽に落とせそうだったし、大容量なので購入してみました。ワンプッシュで結構量が出たので両腕につかいましたが、伸びが良く、すぐ肌に馴染んでくれたのでよかったです。首には1/2プッシュで充分足りると思います。個人的には無香なのがすごい良い！
ボディークリームと洗顔が良かったので購入してみました。ポンプ式なので夏の日焼け止めとして体に使用しようと思います。
スーッと伸びてベタベタしなくてしっとりするところが好きです。目も全くしみません。香りは無臭と言いたいですが遠くに日焼け止めの独特の香りがします、、遠くなのですぐに飛んでくれるので大丈夫です。リピートしたいです。
