review
フォトレビューだけ
1日購入、本日着。ボトルの水色＋黄色も購入したのですが、こちらの方は真夏に良さそうかなと思って購入。まだ使ってないので使用後に（少し時間かかるかも）追記します。2枚目はおまけです、いつもいろいろ試せて助かります、また買います！
こちらの商品は、初めて購入しました。ただ、届いた商品にはギフトがついておりませんでした。問い合わせしたところ、早急に対応していただきありがとうございます。
日焼け止め、ボディークリーム、ボディーソープ、洗顔など色々まとめてメガ割で購入しました。 おまけもいっぱいで嬉しいです。夏用にクーリングタイプを購入しました。もう少し暑くなってきたら使ってみようと思います。
ジェルを2本買ったらおまけがたくさんでビックリ！夏に軽く使える保湿ジェルを探していて、敏感肌でも使えて量もたっぷり、セラミドも入り、スージング効果もあるのでこちらを購入してみました。おまけのローションも使ってみたいと思います。
1歳半の上の子と夏に産まれてくるお腹の子用に初めてイリユンを購入しました。 赤ちゃん向けのボディローションは高いものが多いのでこの容量でメガ割価格はとても安かったです！おまけがたくさんもらえるように工夫して購入しました。 使用期限も長かったので当分の保湿はイリユンでいけそうです。
たくさんのおまけにビックリ！私が購入したのはハンユルのトナパとイリユンのジェルで、それ以外は全部おまけです。これぞ韓国って感じでうれしかった！ありがとうございました。イリユンは、冬にクリームとローションを使っていて良かったので、夏用にジェルを購入しました。軽くて伸びが良く、キメの一つ一つが潤います。ベタつかなくて◎ 強い味方になりそうです。
はじめて購入のイリユンクリーム✨夏にがっつり日焼けするので、高保湿だけどサラッと使えるクリームを探していました。まだ日焼けシーズン前なので試していない（封を開けると使用期限の問題がある）ので使用感などは分かりませんが、口コミの評判が良いので楽しみです！メガ割のおまけでセラミド アト ローションもいただいたので、こちらも今使っているクリームを使い切ったら開けます！
特にスースーした感じはありませんでしたが、日焼けしたほてったお肌の水分補給にピッタリだと思います。ポンプのと比べるとなった後水分が補給されたように感じ、ペタペタしますが気にならないくらいです。意外と小さかったので、1ヶ月くらいでなくなると思います。なくなったらリピートします。
初購入です！皮膚科の薬を使っており、敏感肌と乾燥が加速してしまい、敏感肌・乾燥肌にもいいと言うスキンケアを使っても、ヒリつき、カサつきがあり、困っていたところ、赤ちゃんにも使えるということから購入してみました！あと、kpopアイドルも使っているというところから購入してみました😊まだ使っていないですが、長い歴史があるそうなので期待大！！
夏は暑いのでスージングジェル系のが使いやすいのと、汗を人一倍よくかくので塗り直しがしやすいのを基準に選んでます。そしたらこちらを見つけて量の多さに驚き！笑この量ならバンバン塗り直しできるので安心です(^^)良ければまたリピしたいな！
通常のセラミドクリームではなく、こちらのスージングタイプを購入しました。夏はこれで乗り切ろうと思います！
ずっとボディークリームを顔用に使っていました。油分が少ないものがあると後から知ってこれを買ってみましたがいい感じです。今回もおまけたくさんいただきました。
大好きなイリユン、Q10でお得に買えてとても嬉しいです！子供と一緒に使えるのでたくさん買いました。どれもすごく良いです！メガワリの時に先着クーポンまでもらえたのでお得に買えて嬉しいです。
クリームだと重たく感じるようになったので、ジェルを探していて見つけました。ジャータイプは面倒なのでチューブタイプありがたいです！
ひんやり感はあまり感じませんでしたが、塗り心地はいいです。夏でも乾燥はするから、ボディークリームは塗りたいけど、ベタつくのは嫌で、こちらを見つけて初めて購入しました。
すご〜く軽いつけ心地（すぐたれちゃうくらい）なのに、保湿力は抜群。これからの暑い季節に重宝しそうです。
今まではキュレルを使っていて、去年からイリユンに切り替え、この商品はリピです。冬はもう少し濃度が濃いローションとクリームを使っていました。暖かくなってからはこのジェルが良い。伸びが良くて、ジェルといいつつしっかり潤います。
まだ使用できてませんがイリユン信者なのでこちらも良いはず！夏用にベタつかずに肌温度下げてくれるクリームが欲しくて購入🧊身体用で愛用してるアトローションのちびサイズのおまけが可愛い嬉しい！
背中ニキビ用に愛用しています！ストックしておきたいくらいお気に入りです。夏のボディケアにも良さそうです。サンプルもたくさんありがとうございます♪
イリユンのアトローションはここ数ヶ月使っています！エストラのアトバリアクリームや水分クリームを長らく使ってましたが、量とお値段がこちらの方が全然コスパが良いので乗り換えました(笑)使用感も特にエストラの方と変わらないかなと思ってます😊
おまけありがとございます。
まだ使ってないですが、夏に良さそうなので購入しました。
ひんやり感はあまり感じませんでしたが、塗り心地はいいです。追加で購入しました。
ldmホームケアにいいです
普段ローション愛用してますが夏用にこちら購入しました
いつもはセラミドローションを使っています。とても気に入ったので、夏用にひんやりするタイプを買ってみました。もう少し暑くなってきたら使おうと思ってまだ使ってないですが、期待大です(^^)
以前サンプルでいただいて良かったので買いました！しっかり保湿されますし、メイクの前に使ってもモロモロがでないのが良いです。
クール感はほぼ感じず。伸びは良いけど肌に馴染むまでに時間がかかります。さっぱりしてるので、これからの季節には丁度いいです。
チャッピーお勧めを購入チャッピーを頼ってしまったが...😬
ヒンヤリが気になって！
Fast shipping and authentic product!
とにかくサイズが大きい。一人で使いきれないので家族で使うことをお勧めします。クーリング効果があまり感じられないです。夏の暑いときに冷蔵庫で保管したほうが使用感アップするかも。
セラミドアトローションが良かったので、他のも試したくたセラミドアトスージングジェルを購入肌がヒンヤリして気持ち良い敏感な時に良さそうです気に入りました
現在セラミドローションを使用しています。花粉や陽射しが強くなってきたらスージングジェルの出番かなと思い購入しました。評価は期待値です☺️
母がテスター気に入っていたので書いました。ローションと買ったのでどっちの何かわからないけどいろいろついてました。
顔に使用しました。敏感肌ですが刺激は感じませんでした。スージングジェルなのでかなり伸びが良く塗りやすいです。クリームよりはさっぱりしていますが、ジェルのイメージよりはしっとり感があり、夏には人によっては重たいかと思います。春や秋は活躍しそうです。
汗疹ができやすい子どもの風呂上がりの保湿用に購入しましたもう少し暑くなったら使い始めます！
Good product
以前、サンプルで使って夏用に注文しました。さっぱりして使用感良いです。
ベタつかず、でも保湿もされます。朝のメイク前のクリームに使用してます。
夏場のボディクリームに使ってみたいと思います。
夏に向けてさっぱり使いたいので購入
夏なのでスースーほしくて。どのくらい涼しく使えるか楽しみです。
肌のポツポツが消えました！！
リーピート購入です乾燥肌なのでとてもいいです、
丁寧な梱包とおまけもたくさんでした。色んな種類があったので、嬉しかったです。初めて使用しますが、顔も含めて全身OKなので楽しみです。ありがとうございました！
無難に使えていいです！
パッチテストで手の甲に塗ってみましたがスッと馴染む感じで期待大です！
日焼けした後の鎮静ケアとして使います！顔も身体も使えるのがよかった！
めちゃいい！おすすめ！
フェイス用で使用してます。全然問題なく使えてます。
夜の保湿に使ってます！
小学生男子の肌の保湿に使っています！ベタつかず、いい感じです。
思っていたより大容量でありがたいです。
ベタつかずに使えます
まだ使用していませんが楽しみです
