review
フォトレビューだけ
気づくとボディウォッシュもボディローションもILLIYOON使い続けてました刺激が少なく泡立ちも泡切れも良く洗え、ローションはベタつきなく、程よいしっとり感でとても使いやすい毎回おまけにいただくミニサイズのローションもすごくありがたいです
他のボディローションとボディウォッシュの詰め替えと一緒に買ったので、おまけもいっぱい。ボディウォッシュは冬はレッドイチ、夏はコレを使うようにしてます。使ってても肌がピリピリ荒れることもないので安心して使えます。
1500円オフクーポンゲットしてまとめ買い！子どものお風呂はとにかくスピードが命なので全身洗えるこちらに惹かれて購入しました！まだ使ってませんがこちらの高保湿のボディソープやボディローションを愛用してて大好きなので期待してます！
匂いは全くないのではじめは物足りないと感じましたが今は、逆に何も香料がなく肌へ優しいと感じています＾＾リピ商品になります、冬は保湿のボディーソープでしたが夏なのでもう少し軽いボディーソープにしたくて購入しました!
今回のメガ割ではイリユンを中心にまとめ買いをしました。家族で使えるボディウォッシュとのことで、とても信頼しているアモパシさんなので赤ちゃんにも使ってみようと思います。良かったらリピートします。オマケも多くとても大満足です。ありがとうございました。
Nanaさんが、別タイプのボディーソープを紹介されてるのをみて、気になり購入しました！頭からつま先まで洗えるというのが気になり使用してみました（体のみ）、癖もなくさっぱり保湿されとても使いやすいです！！私はあまり乾燥肌ではないのですが、乾燥肌の方でも使いやすそうですが、人によっては保湿力足りなく感じるのかな？と思いました。別タイプも夏用に購入しようかなと思います。おまけなどもついておりお得感もあって良かったです！
多少ぬるつきはありますが、キュレルやミノン等の敏感肌用特有の皮膜感は少ないので、夏にも快適に使えそうです。オマケもついて、コスパ最強ですね！上半身に謎の発疹が治まらず、少しでも効果があることを期待して…
いつもボディーローションを使っていて、ボディーソープもきっとあうと思い、購入しました。ボディークリームのサンプルもついてきました(^^)
少量でも泡立ちがよく無香料なのもお気に入りポイントです。洗い上がりはさっぱりしつつも乾燥しないので一年中使用できます
正直かなり待ちました！ボディソープは初めて買いましたが期待しかないです。髪の毛も洗える全身シャンプーは育児中助かります。オリグロみたいにデカサイズも取り扱って欲しいです。
9/10注文、9/19に届きました！前他のシリーズ使ってよかったので試しに買ってみましたオマケもたくさんついてて使うの楽しみです
泡立ちもよく、使っていて気持ちが良いです。まだ髪には使ってないですが使ってみようと思います。
ほんとに良すぎてありがとうございますｗ
おまけありがとございます。
肌に優しく洗い上がりもしっとりして気に入ってます。
使うのが楽しみです！！
前回購入して良かったのでリピートしました。泡立ちもいいし、お肌にも低刺激なのでとてもいいです^_^
買って帰ってくるのが大変だったのでネットでオーダーしました！肌に優しくリピートです。
カサカサにならないからすき
香りはないですが、使いやすいです。継続して使用すればセラミドの保湿感を感じられるかなと。
初めて使用しましたが乾燥肌の私にはとても良かったです。脚や背中が痒みがあったのがなくなりました。泡も良い感じで泡立ちがあり洗い流した後もしっとりさっぱりです。
メガ割今回は見送るぞ！と思っててもクーポン取れてしまって、ついポチってしまいました。子どもも一緒に使えるの嬉しい！
無香料でトロッとしたジェル状。ハンドソープとして泡立たずに使用。今肌荒れがひどいので少しヒリついたが、刺激はない方だと思う。スッキリとした洗い上がりだが油分をとりすぎない感じで良かった。容器は存在感のある大きさだが爽やか水色で置いておくだけでかわいい。
ローションかと思って買ったら、ボディーウォッシュでした(笑)パッケージが似ていて間違えました。少し違う見た目にして欲しいです(笑)ローションは韓国に行った時に買うことにします😅
泡立ち良く洗えます。洗われすぎない感じが良いです。
めちゃくちゃ良かったです。
元々ローションが気になっていたところ、ボディソープあると知り購入しました。洗った後の肌のつっぱりも感じられず、今後も使い続けようと思います。無香料なところも気に入っています！
これから暑くなるのでスッキリと洗えるように青色も買ってみました!楽しみです♡
効果はまだ何も感じていないですが、敏感肌にも優しく作られているとのことなので安心して使用しています
泡立ちマイルド。身体や顔に使用してます！
イリユン大好きです！
泡立ちは良くないけど、とにかく乾燥しないのですごくいいです！！
肌が乾燥するので保湿力があるもの探していて評価の良いこの商品にしました。しばらく使ってみます。
Instagramのおすすめされてるのを見て購入しました！
敏感肌用のボディウォッシュを探していて、セラミド配合の優しいアイテムを見つけて思わず購入。詰め替え用も２つ買って長く使用していく予定。
一度購入してからリピートしてます。洗浄力もありつつ潤いも保ってくれるので肌が乾燥して痒くなりがちでしたが、セラミドローションと合わせて使うと肌の調子がいいです。
しっとりしていて無臭なのが良い
リピしている商品です。
思ったよりでかくてよかった
💮💮💮💮💮
子供用に買いました。カサカサが治るといいな。
まだ使ってないですが期待込めて！
使いはじめたばかりですが、肌がしっとりして良い感じです。これからも続けてみたいと思います。
メガ割でお安く買えました
家族用に購入です。全身に使えるし乾燥もしないみたいです。
気になっていたのとレビューが良かったので購入。使うの楽しみ♪
しっとりします！保湿力もあり気にいってます！
リピ2本目です💮💮
すごく泡立ちが良くてびっくりしました✨香りも最高です‼︎
泡立ちも良く、洗った後のつっぱりも全くないです
